project_id,project_name,agency,state,prediction_month,evaluation_month,last_observed_month,original_completion_date,last_known_physical_progress,last_known_revised_completion_date,whether_in_completed_projects,whether_reappears_in_later_reports,suspected_exit_reason,confidence_or_evidence,final_resolution_status
705918,Allahabad division - Aligarh - Harduaganj Flyover,North Central Railway,Uttar Pradesh,2025-07,2025-10,2025-07,2026-06,8.0,2027-03,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2026-01', '2026-02', '2026-03']",temporary_reporting_omission
706856,Rourkela - Bondamunda 5th Line Doubling Project,South Eastern Railway [SER] - I,Odisha,2025-07,2025-10,2025-07,2026-09,35.0,2026-09,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709768,City Gas Distribution Project at Dharmapuri and Krishnagiri Districts,MinistryofPetroleumNaturalGas,Tamil Nadu,2025-07,2025-10,2025-07,2030-12,5.0,2030-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709801,71 MWp [DC] Solar power project at Prayagraj,Bharat Petroleum Corporation Limited [BPCL],Uttar Pradesh (-),2025-07,2025-10,2025-07,,95.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709809,KALYAN-MURBAD VIA ULHASNAGAR [UMBRELLA WORK],Central Railway [CR] - II,Maharashtra,2025-07,2025-10,2025-07,2027-03,1.0,2027-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709810,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION,Indian Railway,Odisha,2025-07,2025-10,2025-07,2027-08,0.0,2027-08,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709811,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,East Coast Railway [ECoR] - II,Odisha,2025-07,2025-10,2025-07,2027-09,0.0,2027-09,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-11', '2025-12', '2026-01']",temporary_reporting_omission
709814,NIPANIA-BHATAPRA [14.4 KM] 4TH LINE [PB-72/NR/2022-23],SECR,Chhattisgarh,2025-07,2025-10,2025-07,2026-12,0.0,2026-12,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709820,OMKARESHWAR FLOATING SOLAR POWER PROJECT [90 MW],Satluj Jal Vidyut Nigam [SJVN] Thermal Limited,Madhya Pradesh (-),2025-07,2025-10,2025-07,,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709855,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING [IPMPLS] NETWORK,BSNL,PAN India,2025-07,2025-10,2025-07,2024-03,100.0,2025-03,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
400147,KUSMUNDA OC EXPANSION [15 TO 50 MTY],South Eastern Coalfields Limited [SECL],Chhattisgarh,2025-08,2025-11,2025-08,2023-03,81.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611798,Rakha Underground Mining Project,Hindustan Copper Limited [HCL],Jharkhand,2025-08,2025-11,2025-08,2033-03,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611800,Surda Underground Copper Mining Project,Hindustan Copper Limited [HCL],Jharkhand,2025-08,2025-11,2025-08,2028-03,1.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611969,Choranda Motikoral 18 Kms,PCE/WR,Gujarat,2025-08,2025-11,2025-08,2026-10,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611972,Jambusar Kavi 26 Kms,PCE/WR,Gujarat,2025-08,2025-11,2025-08,2026-12,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611973,miyagam karjan Choranda maalsar 37 kms,PCE/WR,Gujarat,2025-08,2025-11,2025-08,2026-12,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611975,Western Railway Vasai bypass double line between Naigaon Juchandra 6 km,PCE/WR,Maharashtra,2025-08,2025-11,2025-08,2026-03,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611976,Jogeshwari AT Development of JOS-AT as Trainset Maintenance Depot for energy efficient Vande Bharat Sleeper Trains,PCE/WR,Maharashtra,2025-08,2025-11,2025-08,2025-10,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
611980,Junagarh Visavadar 42 Kms,Railway,Offshore,2025-08,2025-11,2025-08,2028-09,1.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
612203,Academic Block 1 & 2,"Indian Institute of Technology, Bombay",Maharashtra,2025-08,2025-11,2025-08,2026-07,18.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
612838,DIPKA OC,SECL - CIL,Gujarat,2025-08,2025-11,2025-08,2025-03,65.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
616694,Flyover between Siju and Paradeep coaching Yard to avoid Surface crossing of trains,East Coast Railway [ECoR] - II,Odisha,2025-08,2025-11,2025-08,2028-07,0.0,,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2025-12', '2026-01', '2026-02']",temporary_reporting_omission
616696,RINGUS KHATUSHYAMJI NEW LINE,North Western Railway [NWR],Rajasthan,2025-08,2025-11,2025-08,2028-03,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
616702,Malkangiri Pandurangapuram new railway line project,Indian Railways,"Odisha, Telangana)",2025-08,2025-11,2025-08,2031-11,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
616840,RAS- MERTA CITY NEW LINE INCL BYPASS AT MERTA ROAD,North Western Railway [NWR],Rajasthan,2025-08,2025-11,2025-08,2028-03,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
617322,Kalipahari Bakhtarnagar 5th line,Eastern Railway [ER] - I,West Bengal,2025-08,2025-11,2025-08,2027-06,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
705743,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 682 Talcher-Angul New Line with Y-Connection at Talcher",PAIMANA,Odisha (),2025-08,2025-11,2025-08,2027-05,29.5,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
705755,Morappur - Dharmpuri New Railway Line Project,Southern Railway [SR] - I,Tamil Nadu,2025-08,2025-11,2025-08,2028-03,1.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
705756,Chirimiri-Nagpur Halt New Railway Line Project,South East Central Railway [SECR] - II,Chhattisgarh,2025-08,2025-11,2025-08,2030-06,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
705767,Baghuapal Flyover Construction Project,CAO/C/ECoR,Odisha,2025-08,2025-11,2025-08,2028-03,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
705918,Allahabad division - Aligarh - Harduaganj Flyover,North Central Railway,Uttar Pradesh,2025-08,2025-11,2025-08,2026-06,14.0,,No,Yes,focused_cohort_omission_reappears_later,"Project omitted during July-Nov 2025 focused cohort (~800 projects) but reappears in later reports: ['2026-01', '2026-02', '2026-03']",temporary_reporting_omission
709809,KALYAN-MURBAD VIA ULHASNAGAR [UMBRELLA WORK],Central Railway [CR] - II,Maharashtra,2025-08,2025-11,2025-08,2027-03,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709810,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION,Indian Railway,Odisha,2025-08,2025-11,2025-08,2027-08,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709814,NIPANIA-BHATAPRA [14.4 KM] 4TH LINE [PB-72/NR/2022-23],SECR,Chhattisgarh,2025-08,2025-11,2025-08,2026-12,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
709829,UTKAL D AND E COAL BLOCK,National Aluminium Company Limited [NALCO],Odisha,2025-08,2025-11,2025-08,2025-03,0.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
900872,DOUBLING BETWEEN JAUNPUR JN-ZAFFARABAD [6.28 KM],Northen Railway [NR],Uttar Pradesh (),2025-08,2025-11,2025-08,2027-01,10.0,,No,No,focused_cohort_omission_no_reappearance,Project dropped during July-Nov 2025 transition and did not reappear in subsequent 2026 reports,probable_untracked_discontinuation
400147,KUSMUNDA OC EXPANSION [15 TO 50 MTY],South Eastern Coalfields Limited [SECL],Chhattisgarh,2025-09,2025-12,2025-09,2023-03,81.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611614,Dedicated Test Track for RDSO Phase II,North Western Railway [NWR],Rajasthan,2025-09,2025-12,2025-09,2026-11,86.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611798,Rakha Underground Mining Project,Hindustan Copper Limited [HCL],Jharkhand,2025-09,2025-12,2025-09,2033-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611800,Surda Underground Copper Mining Project,Hindustan Copper Limited [HCL],Jharkhand,2025-09,2025-12,2025-09,2028-03,1.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
612203,Academic Block 1 & 2,"Indian Institute of Technology, Bombay",Maharashtra,2025-09,2025-12,2025-09,2026-07,19.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
612838,DIPKA OC,SECL - CIL,Gujarat,2025-09,2025-12,2025-09,2025-03,65.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
615859,Kakathiya Khani Opencast - III Project Phase - I,Singareni Collieries Company Limited [SCCL],Telangana,2025-09,2025-12,2025-09,2026-03,79.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
615864,Ramagundam OC-II Extension Project,Singareni Collieries Company Limited [SCCL],Telangana,2025-09,2025-12,2025-09,2026-03,77.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617290,Jeypore - Malkangiri New BG Line Project,Indian Railways,Odisha,2025-09,2025-12,2025-09,2030-12,2.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617320,New B.G Railway Line between Jeypore & Navarangpur [38 Km] with Electrification,Indian Railway and Govt of Odisha,Odisha,2025-09,2025-12,2025-09,2025-09,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617321,Godhani-Kalumna Chord 13.7 km,Ministry of Railways,Offshore,2025-09,2025-12,2025-09,2028-07,11.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617373,Jhajha-Batai New Line Project,East Central Railway [ECR] - I,Bihar,2025-09,2025-12,2025-09,2027-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705520,"Vizianagaram-Sambhalpur 3rd Line Project Multi-States (Andhra Pradesh,",RVNL,"Multi-States (Andhra Pradesh, Odisha)",2025-09,2025-12,2025-09,2025-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705694,Provision of Work-site Tampers [WST] Railway Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2023-12,100.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705708,WST Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2024-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705710,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building 532 PCT Machine Procurement Project",PAIMANA,Delhi,2025-09,2025-12,2025-09,2024-04,74.32,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705712,RBMV Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2024-06,7.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705717,SRGM Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2023-12,90.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705720,WST Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2024-04,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705721,DTS Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2024-12,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705722,BRM Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2024-06,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705726,Track Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-09,2025-12,2025-09,2025-03,41.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
706844,Katihar - Kumedpur Doubling Line Project,GM/C/ NFR,"Multi-States (Bihar, West Bengal) ()",2025-09,2025-12,2025-09,2027-08,45.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709808,PACHORA-JAMNER WITH EXTENSION UPTO MALKAPUR NG TO BG,CR,Maharashtra,2025-09,2025-12,2025-09,2027-08,11.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709814,NIPANIA-BHATAPRA [14.4 KM] 4TH LINE [PB-72/NR/2022-23],SECR,Chhattisgarh,2025-09,2025-12,2025-09,2026-12,2.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709829,UTKAL D AND E COAL BLOCK,National Aluminium Company Limited [NALCO],Odisha,2025-09,2025-12,2025-09,2025-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611614,Dedicated Test Track for RDSO Phase II,North Western Railway [NWR],Rajasthan,2025-10,2026-01,2025-10,2026-11,86.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611615,Malugur- Palasamudram New Line Project [17.975 Km],South Western Railway [SWR] - II,Andhra Pradesh,2025-10,2026-01,2025-10,2027-11,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611798,Rakha Underground Mining Project,Hindustan Copper Limited [HCL],Jharkhand,2025-10,2026-01,2025-10,2033-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611800,Surda Underground Copper Mining Project,Hindustan Copper Limited [HCL],Jharkhand,2025-10,2026-01,2025-10,2028-03,1.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
612203,Academic Block 1 & 2,"Indian Institute of Technology, Bombay",Maharashtra,2025-10,2026-01,2025-10,2026-07,20.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
613003,Dharamjaigarh-Korba 63 km,CERL,Chhattisgarh,2025-10,2026-01,2025-10,2026-08,18.5,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
615859,Kakathiya Khani Opencast - III Project Phase - I,Singareni Collieries Company Limited [SCCL],Telangana,2025-10,2026-01,2025-10,2026-03,79.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
615864,Ramagundam OC-II Extension Project,Singareni Collieries Company Limited [SCCL],Telangana,2025-10,2026-01,2025-10,2026-03,77.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617290,Jeypore - Malkangiri New BG Line Project,Indian Railways,Odisha,2025-10,2026-01,2025-10,2030-12,13.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617320,New B.G Railway Line between Jeypore & Navarangpur [38 Km] with Electrification,Indian Railway and Govt of Odisha,Odisha,2025-10,2026-01,2025-10,2025-09,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617321,Godhani-Kalumna Chord 13.7 km,Ministry of Railways,Offshore,2025-10,2026-01,2025-10,2028-07,11.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617373,Jhajha-Batai New Line Project,East Central Railway [ECR] - I,Bihar,2025-10,2026-01,2025-10,2027-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705520,"Vizianagaram-Sambhalpur 3rd Line Project Multi-States (Andhra Pradesh,",RVNL,"Multi-States (Andhra Pradesh, Odisha)",2025-10,2026-01,2025-10,2025-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705694,Provision of Work-site Tampers [WST] Railway Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2023-12,100.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705708,WST Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2024-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705710,PCT Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2024-04,85.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705712,RBMV Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2024-06,7.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705717,SRGM Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2023-12,90.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705720,WST Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2024-04,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705721,DTS Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2024-12,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705722,BRM Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2024-06,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705726,Track Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-10,2026-01,2025-10,2025-03,41.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
706844,Katihar - Kumedpur Doubling Line Project,GM/C/ NFR,"Multi-States (Bihar, West Bengal) ()",2025-10,2026-01,2025-10,2027-08,45.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709808,PACHORA-JAMNER WITH EXTENSION UPTO MALKAPUR NG TO BG,CR,Maharashtra,2025-10,2026-01,2025-10,2027-08,11.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
709829,UTKAL D AND E COAL BLOCK,National Aluminium Company Limited [NALCO],Odisha,2025-10,2026-01,2025-10,2025-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611614,Dedicated Test Track for RDSO Phase II,North Western Railway [NWR],Rajasthan,2025-11,2026-02,2025-11,2026-11,86.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
611615,Malugur- Palasamudram New Line Project [17.975 Km],South Western Railway [SWR] - II,Andhra Pradesh,2025-11,2026-02,2025-11,2027-11,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
613003,Dharamjaigarh-Korba 63 km,CERL,Chhattisgarh,2025-11,2026-02,2025-11,2026-08,18.5,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
615859,Kakathiya Khani Opencast - III Project Phase - I,Singareni Collieries Company Limited [SCCL],Telangana,2025-11,2026-02,2025-11,2026-03,79.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
615864,Ramagundam OC-II Extension Project,Singareni Collieries Company Limited [SCCL],Telangana,2025-11,2026-02,2025-11,2026-03,77.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617373,Jhajha-Batai New Line Project,East Central Railway [ECR] - I,Bihar,2025-11,2026-02,2025-11,2027-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
617824,Bakhtiyarpur-Rajgir-Tilaiya [Single line section]104km,East Central Railway (ECR) - II,Bihar,2025-11,2026-02,2025-11,2029-10,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
626227,"Project Assessment, Infrastructure Monitoring and Analytics for Nation-building month November 2025.",PAIMANA,****,2025-11,2026-02,2025-11,,,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705410,Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding Mukerian-Talwara [29 KM],Northen Railway [NR],"(Himachal Pradesh, Punjab)",2025-11,2026-02,2025-11,2025-12,82.0,,No,Yes,intermittent_reporting_gap,"Project missing at 2026-02 but appears in subsequent months: ['2026-04', '2026-05', '2026-06']",intermittent_reporting_omission
705520,"Vizianagaram-Sambhalpur 3rd Line Project Multi-States (Andhra Pradesh,",RVNL,"Multi-States (Andhra Pradesh, Odisha)",2025-11,2026-02,2025-11,2025-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705694,Provision of Work-site Tampers [WST] Railway Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2023-12,100.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705708,WST Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2024-03,0.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705710,PCT Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2024-04,85.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
705712,RBMV Machine Procurement Project,EDTK[MC]/RB,Delhi,2025-11,2026-02,2025-11,2024-06,27.0,,No,No,genuine_disappearance_no_completion_record,Project disappeared from Table 6 with no Table 3 entry and zero subsequent reappearance,unresolved_project_exit
