project_id,legacy_ocms_code,agency,sector,cluster_id,cluster_label,distance_to_centroid,is_outlier
618960,N24002105,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9249,0
618968,N24001735,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,2.395,1
618969,N24001628,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2381,0
618970,N24001734,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8397,0
619003,N24000852,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,2.528,1
619010,N24002027,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4682,0
619013,N24000320,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.7669,0
619038,N24001396,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6414,0
619042,N24001907,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2517,0
619059,N24000765,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.1533,0
619063,N24001557,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0027,0
619064,N24001786,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7555,0
619068,N24002048,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4007,0
619071,N24001681,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1877,0
619072,N24001674,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8173,0
619078,N24000726,NHAI,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.0961,0
619087,N24002035,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3092,0
619089,N24001547,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1314,0
619090,N24001781,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2022,0
619094,N24001694,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8209,0
619095,N24001607,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9941,0
619096,N24000462,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.094,0
619098,N24000784,NHAI,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.9815,0
619109,N24001668,PACKAGE ? OD-3,COAL,1,Standard Rapid-Execution / Linear Infrastructure,0.7458,0
619111,N24001837,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7179,0
619112,N24001836,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3936,0
619118,N24000619,NHAI,ROAD TRANSPORT & HIGHWAYS,3,Mega Capital High-Value Infrastructure,1.7736,0
619119,N24000715,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,3.6207,0
619122,N24001771,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9352,0
619129,N24001721,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7243,0
619130,N24002111,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.025,0
619131,N24000826,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.4382,0
619132,N24001774,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9288,0
619134,N24002098,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0602,0
619138,N24001682,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.7295,0
619140,N24001981,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9263,0
619141,N24002033,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6031,0
619146,N24000569,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.9296,0
619147,N24001793,PKG- III,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.5591,0
619149,N24001495,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6024,0
619152,N24000507,NHAI,ROAD TRANSPORT & HIGHWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.6391,0
619153,N24001812,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3394,0
619155,N24001526,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8315,0
619157,N24000734,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.6424,0
619158,N24000733,NHAI,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,2.7544,0
619162,N24001753,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.3511,0
619163,N24001502,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4237,0
619168,N24001733,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9982,0
626030,N24001419,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8412,0
63117,N24001484,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6258,0
64535,N24001901,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3256,0
67880,N24001917,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8416,0
68617,N24001323,NHIDCL,ROAD TRANSPORT & HIGHWAYS,0,High Administrative Cost-Revision Volatility,1.3503,0
69000,N24001082,MoRTH,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4909,0
696890,N24001515,NHAI,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9311,0
69875,N24001978,NHIDCL,ROAD TRANSPORT & HIGHWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4704,0
701101,N04000082,AAI,CIVIL AVIATION,0,High Administrative Cost-Revision Volatility,1.5264,0
701105,N04000095,AAI,CIVIL AVIATION,0,High Administrative Cost-Revision Volatility,1.262,0
701107,N04000091,AAI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.7675,0
701121,N04000103,AAI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.6833,0
701126,N04000099,AAI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.7808,0
701127,N04000101,AAI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.3683,0
701128,N04000104,AAI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.6107,0
701167,N28000150,CPWD FOR HEALTH,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,1.4582,0
701171,N21000031,HITES,COAL,1,Standard Rapid-Execution / Linear Infrastructure,1.0752,0
701173,N21000032,HITES,OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,0.8752,0
701228,N16000285,GAIL,PETROLEUM & NATURAL GAS,3,Mega Capital High-Value Infrastructure,1.5384,0
701263,N16000513,HPCLRRL(JV),CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,3.15,0
701289,N16000412,IOCL,PETROLEUM & NATURAL GAS,3,Mega Capital High-Value Infrastructure,2.7398,0
701324,N16000386,IOCL,PETROLEUM & NATURAL GAS,3,Mega Capital High-Value Infrastructure,2.0656,0
701329,N16000409,IOCL,PETROLEUM & NATURAL GAS,3,Mega Capital High-Value Infrastructure,2.2674,0
701343,N16000388,GAIL,PETROLEUM & NATURAL GAS,3,Mega Capital High-Value Infrastructure,1.8908,0
701344,N16000391,GAIL,PETROLEUM & NATURAL GAS,0,High Administrative Cost-Revision Volatility,1.8226,0
701346,N16000439,IGGL,COAL,3,Mega Capital High-Value Infrastructure,2.11,0
701349,N16000394,NRL,PETROLEUM & NATURAL GAS,3,Mega Capital High-Value Infrastructure,1.6027,0
701350,N16000449,OIL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.422,0
701354,N16000398,GAIL,PETROLEUM & NATURAL GAS,3,Mega Capital High-Value Infrastructure,2.5235,0
701415,N30000002,PPA,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,1.6474,0
701565,N25000072,IWAI,COAL,3,Mega Capital High-Value Infrastructure,2.1166,0
702625,N28000124,MPMRCL,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,1.5749,0
702626,N28000125,MPMRCL,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,1.5114,0
702627,N28000148,PATNA METRO RAI,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,1.7902,0
702628,N28000144,LMRCL,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,1.8163,0
702629,N28000145,LMRCL,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,2.3738,0
702630,N28000138,AMR,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,1.7789,0
702631,N28000137,AMR,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,1.402,0
702632,N28000135,DMRC,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,2.0832,0
702633,N28000134,NCRTC,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,2.2009,0
702635,N28000058,BMRCL,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,2.7816,0
702637,N28000086,MMRCL,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,2.8388,0
702639,N28000122,AMR,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,3.148,0
702658,N28000155,NMRCL,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,1.8089,0
702665,N28000151,BMRCL,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,1.8911,0
703585,N22000543,NCRTC,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,1.6172,0
703586,N22000542,NCRTC,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,1.0046,0
705237,N22000464,DFCC,COAL,3,Mega Capital High-Value Infrastructure,3.472,0
705357,N22000615,CR,RAILWAYS,3,Mega Capital High-Value Infrastructure,5.5592,1
705362,N22000181,ECR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,1.6079,0
705368,N22000177,ECR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.0472,0
705373,N22000476,ECR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,5.8615,0
705385,N22000219,ER,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.9767,0
705392,N22000124,Northeast Frontier Railway [NFR],OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,5.5746,1
705401,N22000208,NFR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,1.3548,0
705419,N22000148,NCR,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.6802,0
705424,N22000467,NR,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.8879,0
705428,N22000273,RVNL - II,OTHER CENTRAL SECTOR,2,Severe Legacy Stagnation & Chronic Slippage,5.9653,0
705429,N22000406,RVNL - II,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,2.5426,0
705432,N22000102,Indian Railway Construction International Limited [IRCON],OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,4.5732,1
705433,N22000602,RVNL - II,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,2.7767,0
705437,N22000032,South Central Railway [SCR] - II,OTHER CENTRAL SECTOR,2,Severe Legacy Stagnation & Chronic Slippage,1.7819,0
705450,N22000207,NFR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.0048,0
705453,N22000139,WR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.6488,0
705454,N22000138,WR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.6067,0
705457,N22000120,WR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.6155,0
705458,N22000142,WR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,4.0248,0
705479,N22000480,SECR,RAILWAYS,3,Mega Capital High-Value Infrastructure,0.8572,0
705482,N22000158,NCR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.73,0
705490,N22000299,SWR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.8597,0
705491,N22000308,SWR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.9399,0
705492,N22000486,SWR,RAILWAYS,3,Mega Capital High-Value Infrastructure,5.666,1
705494,N22000279,SWR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,5.2661,0
705495,N22000258,SWR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.815,0
705496,N22000256,SWR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,6.1753,0
705498,N22000233,CR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.5826,0
705500,N22000250,CR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.7435,0
705502,N22000356,CR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.6976,0
705503,N22000359,CR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.4591,0
705504,N22000360,CR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.5011,0
705505,N22000362,76 KM,CIVIL AVIATION,0,High Administrative Cost-Revision Volatility,2.1033,0
705506,N22000361,160 KM,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,2.3606,0
705507,N22000358,CR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.4175,0
705510,N22000316,ECOR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,1.2693,0
705511,N22000376,ECOR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.6389,0
705512,N22000377,ECOR,RAILWAYS,3,Mega Capital High-Value Infrastructure,3.0047,0
705513,N22000379,ECOR,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.7441,0
705514,N22000380,ECOR,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.244,0
705515,N22000381,ECOR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.8564,0
705526,N22000329,ECR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,2.5507,0
705527,N22000472,ECR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.4609,0
705528,N22000473,ECR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.2723,0
705562,N22000134,NER,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,1.9718,0
705567,N22000468,NER,RAILWAYS,3,Mega Capital High-Value Infrastructure,3.1019,0
705572,N22000388,Northeast Frontier Railway [NFR],OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,1.4172,0
705583,N22000281,CAO/C/NR,OTHER CENTRAL SECTOR,2,Severe Legacy Stagnation & Chronic Slippage,1.6148,0
705588,N22000583,NR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2336,0
705598,N22000496,NCR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.2973,0
705608,N22000495,NCR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.0816,0
705610,N22000587,SCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.841,0
705612,N22000261,SCR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,3.8549,0
705613,N22000367,SCR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.4243,0
705616,N22000484,SECR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.1689,0
705617,N22000420,SECR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.2722,0
705628,N22000396,SER,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.3178,0
705629,N22000506,SER,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5044,0
705632,N22000586,SCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6035,0
705633,N22000368,SCR,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.3361,0
705635,N22000399,SR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,1.6914,0
705638,N22000620,SR,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.9538,0
705639,N22000619,SR,RAILWAYS,3,Mega Capital High-Value Infrastructure,3.4301,0
705648,N22000369,RVNL,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.5385,0
705650,N22000297,RVNL,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,1.9875,0
705659,N22000554,WCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.7743,0
705660,N22000351,WCR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.6328,0
705661,N22000416,WCR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.7827,0
705662,N22000333,SWR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.9534,0
705663,N22000621,SWR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0106,0
705667,N22000501,273.80 KM,OTHER CENTRAL SECTOR,3,Mega Capital High-Value Infrastructure,1.2493,0
705668,N22000595,RVNL,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.8092,0
705728,N22000463,NHSRCL,COAL,3,Mega Capital High-Value Infrastructure,3.3632,0
705730,N22000111,RVNL,RAILWAYS,3,Mega Capital High-Value Infrastructure,3.0589,0
705735,N22000513,CR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6699,0
705741,N22000517,ECOR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,2.2733,0
705742,N22000516,ECOR,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.6333,0
705752,N22000593,NWR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6791,0
705761,N22000559,SWR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6496,0
705763,N22000601,RVNL,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.9644,0
705764,N22000503,WR,RAILWAYS,0,High Administrative Cost-Revision Volatility,1.4756,0
705765,N22000611,ECR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.5185,0
705766,N22000546,NCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.2136,0
705771,N22000563,NCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1444,0
705772,N22000544,NCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.7396,0
705774,N22000562,NCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8876,0
705777,N22000564,NCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3629,0
705780,N22000598,RVNL,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.662,0
705782,N22000590,NR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9171,0
705783,N22000584,PAIMANA,OTHER CENTRAL SECTOR,1,Standard Rapid-Execution / Linear Infrastructure,2.1437,0
705785,N22000508,SER,RAILWAYS,0,High Administrative Cost-Revision Volatility,1.8401,0
705799,N22000629,MRIDC,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.9794,0
705918,N22000545,NCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1234,0
705919,N22000553,NCR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9291,0
705933,N22000536,WR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1264,0
706718,N04000100,AAI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,0.7431,0
706724,N04000083,AAI,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,1.2946,0
706757,N22000622,WR,RAILWAYS,2,Severe Legacy Stagnation & Chronic Slippage,4.2682,0
706759,N22000350,ECR,RAILWAYS,3,Mega Capital High-Value Infrastructure,1.3759,0
706763,N22000535,WR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.9925,0
706776,N22000108,MTP,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,2.952,0
706777,N22000109,RVNL,RAILWAYS,3,Mega Capital High-Value Infrastructure,3.5143,0
706779,N22000092,MRTP,CIVIL AVIATION,3,Mega Capital High-Value Infrastructure,2.2146,0
706780,N22000627,MRVC,RAILWAYS,3,Mega Capital High-Value Infrastructure,2.9001,0
706811,N12000124,NMDC,COAL,3,Mega Capital High-Value Infrastructure,1.3551,0
706835,N22000557,SWR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.3666,0
706837,N22000529,ECR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.0925,0
706854,N22000580,SECR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.5765,0
706860,N22000524,ECR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.4909,0
706866,N22000607,NWR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.6496,0
709747,N18000297,SJVN,POWER,1,Standard Rapid-Execution / Linear Infrastructure,1.0647,0
709749,N26000114,BSNL,COAL,0,High Administrative Cost-Revision Volatility,1.1537,0
709752,N16000432,HPCL,PETROLEUM & NATURAL GAS,0,High Administrative Cost-Revision Volatility,1.6175,0
709753,N16000478,HPCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.5646,0
709754,N16000484,HPCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.4356,0
709755,N16000494,HPCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.5076,0
709757,N16000497,HPCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.4784,0
709758,N16000498,HPCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.8749,0
709759,N16000512,HPCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.5046,0
709766,N16000485,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.5915,0
709770,N16000488,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.7302,0
709771,N16000487,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.2388,0
709772,N16000491,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.1845,0
709774,N16000437,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.4717,0
709776,N16000441,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.8458,0
709777,N16000453,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.0642,0
709778,N16000454,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.6126,0
709779,N16000457,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.3364,0
709780,N16000504,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.7071,0
709781,N16000505,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.8812,0
709782,N16000456,NMIA,CIVIL AVIATION,1,Standard Rapid-Execution / Linear Infrastructure,1.2062,0
709785,N16000480,IOCL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.5537,0
709811,N22000520,ECOR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.1447,0
709812,N22000539,WR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.4721,0
709813,N22000551,WR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,0.8551,0
709815,N22000574,PB#72/NR/2022-23,COAL,1,Standard Rapid-Execution / Linear Infrastructure,1.3259,0
709816,N22000575,8.8 KM) (PB#72/NR/2022-23,COAL,1,Standard Rapid-Execution / Linear Infrastructure,1.187,0
709817,N22000576,9.2 KM) (PB#72/NR/2022-23,COAL,1,Standard Rapid-Execution / Linear Infrastructure,1.187,0
709818,N22000577,PB#72/NR/2022-23,COAL,1,Standard Rapid-Execution / Linear Infrastructure,0.6011,0
709819,N22000579,SECR,RAILWAYS,1,Standard Rapid-Execution / Linear Infrastructure,1.6718,0
709826,N12000127,NMDC,COAL,1,Standard Rapid-Execution / Linear Infrastructure,1.3824,0
709827,N12000130,NMDC,COAL,1,Standard Rapid-Execution / Linear Infrastructure,0.81,0
709830,N10000012,NALCO,COAL,1,Standard Rapid-Execution / Linear Infrastructure,1.9385,0
709831,N10000013,NALCO,COAL,0,High Administrative Cost-Revision Volatility,2.8257,0
709832,N10000014,PAIMANA,OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,2.3585,0
709838,N16000444,ONGC,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.2699,0
709839,N16000470,ONGC,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.9592,0
709840,N16000477,ONGC,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.8416,0
709841,N16000483,ONGC,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.166,0
709842,N16000481,ONGC,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,1.1584,0
709845,N16000514,ONGC,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.5601,0
709846,N16000515,ONGC,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.9477,0
709856,N26000116,BSNL,COAL,1,Standard Rapid-Execution / Linear Infrastructure,0.5966,0
709857,N26000117,BSNL,COAL,3,Mega Capital High-Value Infrastructure,2.8861,0
709859,N28000115,CPWD FOR TELECO,OTHER CENTRAL SECTOR,0,High Administrative Cost-Revision Volatility,2.8298,0
709864,N16000511,NRL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.6158,0
709865,N16000510,NRL,PETROLEUM & NATURAL GAS,1,Standard Rapid-Execution / Linear Infrastructure,0.8262,0
